"","ENTITYNAME","CIPCode","CIPTITLE","ROI_Report_Group","DegreeLevelId","DEGREE","years_after_completion","annual_earnings"
"2249","Northeastern Junior College","47.06","Vehicle Maintenance and Repair Technologies.","Trades","01","Certificate(<1 year)",1,"22701.119999999999"
"2250","Northeastern Junior College","01.03","Agricultural Production Operations.","Science, Technology, Engineering and Math","11","Associate of Applied Science",1,"25646.400000000001"
"2251","Northeastern Junior College","52.07","Entrepreneurial and Small Business Operations.","Business","01","Certificate(<1 year)",1,"52545"
"2252","Northeastern Junior College","12.04","Cosmetology and Related Personal Grooming Services.","Trades","02","Certificate(>1 year)",1,"20632.61"
"2253","Northeastern Junior College","","ALL","ALL","01","Certificate(<1 year)",1,"32181"
"2254","Northeastern Junior College","01.01","Agricultural Business and Management.","Science, Technology, Engineering and Math","11","Associate of Applied Science",1,"33447.08"
"2255","Northeastern Junior College","52.03","Accounting and Related Services.","Business","11","Associate of Applied Science",1,"42798"
"2256","Northeastern Junior College","52.02","Business Administration, Management and Operations.","Business","11","Associate of Applied Science",1,"24559.61"
"2257","Northeastern Junior College","52.07","Entrepreneurial and Small Business Operations.","Business","02","Certificate(>1 year)",1,"60241.02"
"2258","Northeastern Junior College","","ALL","ALL","02","Certificate(>1 year)",1,"24625.06"
"2259","Northeastern Junior College","01.06","Applied Horticulture and Horticultural Business Services.","Science, Technology, Engineering and Math","11","Associate of Applied Science",1,"22321.13"
"2260","Northeastern Junior College","43.02","Fire Protection.","Trades","01","Certificate(<1 year)",1,"57734.49"
"2261","Northeastern Junior College","","ALL","ALL","11","Associate of Applied Science",1,"34807.72"
"2262","Northeastern Junior College","43.02","Fire Protection.","Trades","11","Associate of Applied Science",1,"29030.22"
"2263","Northeastern Junior College","51.39","Practical Nursing, Vocational Nursing and Nursing Assistants.","Health","01","Certificate(<1 year)",1,"31071.69"
"2264","Northeastern Junior College","15.04","Electromechanical Instrumentation and Maintenance Technologies/Technicians.","Science, Technology, Engineering and Math","11","Associate of Applied Science",1,"50570.46"
"2265","Northeastern Junior College","47.06","Vehicle Maintenance and Repair Technologies.","Trades","11","Associate of Applied Science",1,"32992"
"2266","Northeastern Junior College","51.39","Practical Nursing, Vocational Nursing and Nursing Assistants.","Health","02","Certificate(>1 year)",1,"31814.46"
"2267","Northeastern Junior College","51.09","Allied Health Diagnostic, Intervention, and Treatment Professions.","Health","01","Certificate(<1 year)",1,"30033.74"
"2268","Northeastern Junior College","19.07","Human Development, Family Studies, and Related Services.","Social and Behavioral Sciences and Human Services","11","Associate of Applied Science",1,"18474.099999999999"
"2269","Northeastern Junior College","47.06","Vehicle Maintenance and Repair Technologies.","Trades","02","Certificate(>1 year)",1,"34626.49"
"2270","Northeastern Junior College","48.05","Precision Metal Working.","Trades","01","Certificate(<1 year)",1,"41112.120000000003"
"2271","Northeastern Junior College","43.01","Criminal Justice and Corrections.","Trades","02","Certificate(>1 year)",1,"35816"
"2272","Northeastern Junior College","52.12","Management Information Systems and Services.","Business","11","Associate of Applied Science",1,"33578.720000000001"
"2273","Northeastern Junior College","51.38","Registered Nursing, Nursing Administration, Nursing Research and Clinical Nursing.","Health","11","Associate of Applied Science",1,"55216.98"
"2274","Northeastern Junior College","01.06","Applied Horticulture and Horticultural Business Services.","Science, Technology, Engineering and Math","02","Certificate(>1 year)",1,NA
"2275","Northeastern Junior College","01.02","Agricultural Mechanization.","Science, Technology, Engineering and Math","11","Associate of Applied Science",1,NA
"2276","Northeastern Junior College","01.01","Agricultural Business and Management.","Science, Technology, Engineering and Math","02","Certificate(>1 year)",1,NA
"2277","Northeastern Junior College","52.12","Management Information Systems and Services.","Business","01","Certificate(<1 year)",1,NA
"2278","Northeastern Junior College","43.01","Criminal Justice and Corrections.","Trades","01","Certificate(<1 year)",1,NA
"2279","Northeastern Junior College","51.38","Registered Nursing, Nursing Administration, Nursing Research and Clinical Nursing.","Health","02","Certificate(>1 year)",1,NA
"2280","Northeastern Junior College","43.01","Criminal Justice and Corrections.","Trades","11","Associate of Applied Science",1,NA
"2281","Northeastern Junior College","13.12","Teacher Education and Professional Development, Specific Levels and Methods.","Education","02","Certificate(>1 year)",1,NA
"2282","Northeastern Junior College","48.05","Precision Metal Working.","Trades","11","Associate of Applied Science",1,NA
"2283","Northeastern Junior College","01.03","Agricultural Production Operations.","Science, Technology, Engineering and Math","01","Certificate(<1 year)",1,NA
"2284","Northeastern Junior College","19.07","Human Development, Family Studies, and Related Services.","Social and Behavioral Sciences and Human Services","02","Certificate(>1 year)",1,NA
"2285","Northeastern Junior College","15.04","Electromechanical Instrumentation and Maintenance Technologies/Technicians.","Science, Technology, Engineering and Math","01","Certificate(<1 year)",1,NA
"2286","Northeastern Junior College","19.07","Human Development, Family Studies, and Related Services.","Social and Behavioral Sciences and Human Services","01","Certificate(<1 year)",1,NA
"2287","Northeastern Junior College","10.03","Graphic Communications.","Arts, Humanities and Communication","11","Associate of Applied Science",1,NA
"2288","Otero Junior College","15.05","Environmental Control Technologies/Technicians.","Science, Technology, Engineering and Math","01","Certificate(<1 year)",1,NA
"2289","Otero Junior College","13.12","Teacher Education and Professional Development, Specific Levels and Methods.","Education","02","Certificate(>1 year)",1,NA
"2290","Otero Junior College","12.04","Cosmetology and Related Personal Grooming Services.","Trades","01","Certificate(<1 year)",1,NA
"2291","Otero Junior College","01.03","Agricultural Production Operations.","Science, Technology, Engineering and Math","01","Certificate(<1 year)",1,"30627.45"
"2292","Otero Junior College","12.04","Cosmetology and Related Personal Grooming Services.","Trades","02","Certificate(>1 year)",1,"18295.599999999999"
"2293","Otero Junior College","51.15","Mental and Social Health Services and Allied Professions.","Health","02","Certificate(>1 year)",1,"29367.84"
"2294","Otero Junior College","01.03","Agricultural Production Operations.","Science, Technology, Engineering and Math","11","Associate of Applied Science",1,"30171.599999999999"
"2295","Otero Junior College","01.01","Agricultural Business and Management.","Science, Technology, Engineering and Math","01","Certificate(<1 year)",1,"30790.82"
"2296","Otero Junior College","52.15","Real Estate.","Business","01","Certificate(<1 year)",1,"23771.65"
"2297","Otero Junior College","47.06","Vehicle Maintenance and Repair Technologies.","Trades","01","Certificate(<1 year)",1,"22356.71"
"2298","Otero Junior College","52.07","Entrepreneurial and Small Business Operations.","Business","01","Certificate(<1 year)",1,"36673.599999999999"
"2299","Otero Junior College","51.35","Somatic Bodywork and Related Therapeutic Services.","Health","02","Certificate(>1 year)",1,"20953.57"
"2300","Otero Junior College","47.06","Vehicle Maintenance and Repair Technologies.","Trades","02","Certificate(>1 year)",1,"19900.830000000002"
"2301","Otero Junior College","24.01","Liberal Arts and Sciences, General Studies and Humanities.","Arts, Humanities and Communication","13","Associate Degree(AA or AS)",1,"21433.93"
"2302","Otero Junior College","","ALL","ALL","13","Associate Degree(AA or AS)",1,"21433.93"
"2303","Otero Junior College","52.02","Business Administration, Management and Operations.","Business","11","Associate of Applied Science",1,"21894.3"
"2304","Otero Junior College","13.12","Teacher Education and Professional Development, Specific Levels and Methods.","Education","01","Certificate(<1 year)",1,"18221.91"
"2305","Otero Junior College","","ALL","ALL","01","Certificate(<1 year)",1,"23720.68"
"2306","Otero Junior College","19.07","Human Development, Family Studies, and Related Services.","Social and Behavioral Sciences and Human Services","11","Associate of Applied Science",1,"15472.27"
"2307","Otero Junior College","52.04","Business Operations Support and Assistant Services.","Business","11","Associate of Applied Science",1,"21510.45"
"2308","Otero Junior College","13.12","Teacher Education and Professional Development, Specific Levels and Methods.","Education","11","Associate of Applied Science",1,"27420.33"
"2309","Otero Junior College","11.01","Computer and Information Sciences, General.","Science, Technology, Engineering and Math","01","Certificate(<1 year)",1,"24951.97"
"2310","Otero Junior College","51.10","Clinical/Medical Laboratory Science/Research and Allied Professions.","Health","01","Certificate(<1 year)",1,"21570.959999999999"
"2311","Otero Junior College","51.39","Practical Nursing, Vocational Nursing and Nursing Assistants.","Health","01","Certificate(<1 year)",1,"20910.75"
"2312","Otero Junior College","11.10","Computer/Information Technology Administration and Management.","Science, Technology, Engineering and Math","01","Certificate(<1 year)",1,"23950.6"
"2313","Otero Junior College","47.06","Vehicle Maintenance and Repair Technologies.","Trades","11","Associate of Applied Science",1,"24040.799999999999"
"2314","Otero Junior College","24.01","Liberal Arts and Sciences, General Studies and Humanities.","Arts, Humanities and Communication","12","Associate of General Studies",1,"22366.799999999999"
"2315","Otero Junior College","","ALL","ALL","12","Associate of General Studies",1,"22366.799999999999"
"2316","Otero Junior College","51.08","Allied Health and Medical Assisting Services.","Health","11","Associate of Applied Science",1,"24808.02"
"2317","Otero Junior College","51.09","Allied Health Diagnostic, Intervention, and Treatment Professions.","Health","01","Certificate(<1 year)",1,"25445.94"
"2318","Otero Junior College","19.07","Human Development, Family Studies, and Related Services.","Social and Behavioral Sciences and Human Services","01","Certificate(<1 year)",1,"22191.040000000001"
"2319","Otero Junior College","","ALL","ALL","02","Certificate(>1 year)",1,"29459.26"
"2320","Otero Junior College","52.02","Business Administration, Management and Operations.","Business","02","Certificate(>1 year)",1,"18523.45"
